AgenteID,Nome,CPF,Data_Contratacao,Departamento,Turno,Supervisor,Telefone,Email,Data_Criacao,Data_Alteracao,Usuario_Criacao,Usuario_Alteracao,Ativo,Data_Inicio_Vigente,Data_Fim_Vigente
1076,"Cooper de Santana",97942379959,2024-03-23,RH,Diurno,Renata,"(367) 755-2424",cooperdesantana@protonmail.ca,"2020-10-03 00:00:00","2023-12-18 00:00:00","Finn de Moraes","Galvin de Paula",N,"2023-03-11 00:00:00","2024-01-11 00:00:00"
1077,"Kirsten Bezerra",38474121312,2023-05-01,JURIDICO,Flexivel,Rodrigo,"(264) 516-6197",kirstenbezerra@yahoo.couk,"2024-06-21 00:00:00","2024-03-30 00:00:00","Cody Neves","Reagan Moraes",S,"2022-09-07 00:00:00","2024-05-14 00:00:00"
1078,"Ferris Candido",74872691208,2022-01-19,TI,Parcial,Julia,"(886) 844-9728",ferriscandido4560@google.org,"2020-05-22 00:00:00","2023-12-18 00:00:00","Alden Cordeiro","Britanni Caetano",N,"2023-01-23 00:00:00","2024-09-20 00:00:00"
1079,"Florence Firmino",99037710125,2022-08-19,OPERACAO,Noturno,Gilson,"(706) 838-2355",florencefirmino800@yahoo.couk,"2021-07-18 00:00:00","2024-03-03 00:00:00","Ursa de Matos","Caryn Antunes",S,"2022-08-08 00:00:00","2024-11-28 00:00:00"
1080,"Hilary Moura",60607724319,2024-09-24,RH,Revezamento,Gilson,"(181) 876-2429",hilarymoura1144@google.org,"2022-04-04 00:00:00","2023-10-05 00:00:00","Lana de Fatima","Uriah Das Neves",S,"2023-06-24 00:00:00","2025-03-01 00:00:00"
1081,"Aurora Bastos",82881259535,2022-11-29,JURIDICO,Revezamento,Julia,"(501) 759-6795",aurorabastos@aol.edu,"2021-12-08 00:00:00","2023-12-29 00:00:00","Bree Garcia","Quinlan do Nascimento",N,"2022-07-13 00:00:00","2023-10-08 00:00:00"
1082,"Macy Custodio",20593881996,2022-04-18,TI,Diurno,Ana,"(456) 157-4166",macycustodio4701@outlook.edu,"2021-12-03 00:00:00","2024-10-19 00:00:00","Lesley da Silva","Stephen Diniz",N,"2021-05-17 00:00:00","2024-11-09 00:00:00"
1083,"Alexander Carvalho",90756552049,2022-08-28,TI,Revezamento,Julia,"(360) 923-4677",alexandercarvalho7414@outlook.net,"2023-05-11 00:00:00","2024-05-28 00:00:00","Eaton de Andrade","Blossom Diniz",N,"2020-11-08 00:00:00","2024-09-27 00:00:00"
1084,"Brett Braga",28624967685,2021-10-04,OPERACAO,Diurno,Claudio,"(234) 496-2268",brettbraga5162@icloud.edu,"2021-12-14 00:00:00","2024-05-22 00:00:00","Wade de Campos","Hilda Moraes",N,"2024-10-03 00:00:00","2025-06-27 00:00:00"
1085,"Adena Amorim",60523037122,2024-01-26,TI,Flexivel,Julia,"(319) 317-9231",adenaamorim@aol.com,"2022-06-01 00:00:00","2024-08-23 00:00:00","David de Azevedo","Anastasia Neves",N,"2023-10-30 00:00:00","2024-02-28 00:00:00"
1086,"Amelia Pacheco",69872967717,2020-03-05,TI,Noturno,Raquel,"(368) 653-3541",ameliapacheco3631@outlook.com,"2020-07-19 00:00:00","2024-08-20 00:00:00","Lee Aguiar","Anastasia Amaral",N,"2021-09-11 00:00:00","2024-03-14 00:00:00"
1087,"Lucas Rocha",10760204077,2023-04-17,JURIDICO,FimSemana,Renata,"(646) 959-7389",lucasrocha@yahoo.org,"2024-10-10 00:00:00","2025-01-13 00:00:00","Driscoll Bispo","Nolan Dutra",N,"2020-09-24 00:00:00","2024-05-30 00:00:00"
1088,"Summer Chaves",19040875734,2024-04-14,FINANCEIRO,FimSemana,Julia,"(975) 783-5371",summerchaves6888@icloud.net,"2021-04-09 00:00:00","2024-06-13 00:00:00","Vaughan de Moura","Holly Chagas",S,"2023-05-13 00:00:00","2024-01-08 00:00:00"
1089,"Hilda Domingos",56056796748,2023-05-20,OPERACAO,Revezamento,Henrique,"(655) 589-4535",hildadomingos@yahoo.edu,"2022-03-09 00:00:00","2025-05-22 00:00:00","Cheyenne Das Chagas","Samuel Marinho",N,"2021-03-13 00:00:00","2025-02-06 00:00:00"
1090,"Kenneth Monteiro",81689013076,2022-06-17,JURIDICO,Revezamento,Henrique,"(154) 239-4574",kennethmonteiro@aol.net,"2024-03-19 00:00:00","2024-02-22 00:00:00","Arden Silveira","Raphael Teodoro",S,"2024-03-12 00:00:00","2025-01-04 00:00:00"
1091,"Skyler Marques",63306027472,2020-05-15,FINANCEIRO,Flexivel,Ana,"(498) 912-2215",skylermarques5274@hotmail.org,"2022-08-24 00:00:00","2024-09-08 00:00:00","Lila Leite","Whilemina Sales",N,"2020-05-19 00:00:00","2024-10-11 00:00:00"
1092,"Dante Menezes",55920178692,2022-02-22,JURIDICO,Parcial,Julia,"(607) 814-4412",dantemenezes4698@google.net,"2024-05-17 00:00:00","2024-09-07 00:00:00","Brooke Dutra","Brennan Das Dores",S,"2022-06-07 00:00:00","2025-04-05 00:00:00"
1093,"Wyoming Antunes",44567992924,2020-09-16,COMERCIAL,FimSemana,Raquel,"(837) 239-1151",wyomingantunes@outlook.couk,"2020-12-27 00:00:00","2024-02-04 00:00:00","Donovan Pinheiro","Medge Lemos",N,"2022-12-01 00:00:00","2023-10-21 00:00:00"
1094,"Wilma da Rosa",88869465614,2020-06-21,RH,FimSemana,Renata,"(835) 715-6289",wilmadarosa@aol.edu,"2020-05-12 00:00:00","2023-11-24 00:00:00","Talon de Sousa","Amy Freire",N,"2023-10-31 00:00:00","2025-07-18 00:00:00"
1095,"Deacon Das Gracas",63868317553,2021-01-27,FINANCEIRO,Revezamento,Renata,"(964) 865-5761",deacondasgracas6406@icloud.couk,"2020-01-10 00:00:00","2025-08-04 00:00:00","Amery da Luz","Germane Carvalho",N,"2023-01-26 00:00:00","2024-02-14 00:00:00"
1096,"Aidan Pacheco",97770639094,2022-08-29,OPERACAO,Parcial,Raquel,"(754) 258-5154",aidanpacheco4671@hotmail.edu,"2021-08-25 00:00:00","2025-05-22 00:00:00","Nolan Tavares","Suki Gonzaga",S,"2023-11-21 00:00:00","2025-03-07 00:00:00"
1097,"Benedict Ramos",84527620443,2021-11-20,RH,Revezamento,Antonio,"(816) 986-3875",benedictramos@yahoo.com,"2022-04-05 00:00:00","2024-08-26 00:00:00","Calista Nogueira","Faith Abreu",S,"2021-03-22 00:00:00","2024-01-26 00:00:00"
1098,"Hoyt Miranda",81390811108,2021-02-19,COMERCIAL,Diurno,Raquel,"(674) 299-3836",hoytmiranda@yahoo.net,"2022-01-24 00:00:00","2023-11-19 00:00:00","Halla Queiroz","Jameson Pires",S,"2023-04-14 00:00:00","2025-02-23 00:00:00"
1099,"Byron dos Anjos",15086810343,2022-09-05,FINANCEIRO,Noturno,Rodrigo,"(616) 525-5857",byrondosanjos3968@icloud.couk,"2023-03-13 00:00:00","2025-08-07 00:00:00","Leigh Chagas","Anika de Andrade",N,"2024-02-09 00:00:00","2025-08-23 00:00:00"
1100,"Basil Dias",89991091928,2021-07-07,RH,Parcial,Rodrigo,"(251) 427-9150",basildias9570@protonmail.org,"2021-10-24 00:00:00","2025-05-03 00:00:00","Dean Firmino","Griffith Dantas",S,"2023-05-02 00:00:00","2024-06-20 00:00:00"
1101,"Claire Ribeiro",46976928317,2023-05-21,TI,FimSemana,Claudio,"(433) 943-6876",claireribeiro2982@icloud.com,"2022-11-17 00:00:00","2024-09-07 00:00:00","Alma Magalhaes","Shellie Bezerra",N,"2020-04-30 00:00:00","2025-06-07 00:00:00"
1102,"Lois Firmino",80180517094,2022-04-16,TI,Parcial,Claudio,"(221) 554-7339",loisfirmino@google.com,"2021-08-26 00:00:00","2024-12-12 00:00:00","Scarlett Barreto","Yetta Fonseca",S,"2024-03-25 00:00:00","2024-05-30 00:00:00"
1103,"Carter dos Santos",46322836992,2023-04-17,RH,Diurno,Julia,"(604) 492-9042",carterdossantos@icloud.org,"2022-01-03 00:00:00","2023-12-30 00:00:00","Amir Ribeiro","Tanisha Leite",N,"2021-09-01 00:00:00","2024-08-29 00:00:00"
1104,"Odysseus Santiago",76617533020,2020-06-07,TI,Revezamento,Julia,"(619) 522-1145",odysseussantiago@yahoo.net,"2021-03-11 00:00:00","2024-09-10 00:00:00","Griffin Barreto","Ralph Gonzaga",N,"2023-07-26 00:00:00","2024-10-30 00:00:00"
1105,"Abra Das Dores",30748194355,2023-07-20,FINANCEIRO,Noturno,Renata,"(543) 330-0711",abradasdores17@yahoo.net,"2021-05-13 00:00:00","2025-07-27 00:00:00","Juliet Antunes","Clare Bueno",N,"2020-11-08 00:00:00","2025-06-03 00:00:00"
1106,"Nomlanga Morais",52716968058,2022-08-07,COMERCIAL,Parcial,Raquel,"(168) 677-7476",nomlangamorais@icloud.couk,"2023-05-06 00:00:00","2023-10-24 00:00:00","Signe Gonzaga","Quamar da Luz",S,"2023-02-01 00:00:00","2023-11-11 00:00:00"
1107,"Shea Oliveira",41328556502,2023-02-17,RH,Noturno,Claudio,"(947) 822-2627",sheaoliveira@protonmail.net,"2023-04-01 00:00:00","2024-10-31 00:00:00","MacKenzie de Almeida","Xaviera Borges",N,"2020-08-03 00:00:00","2025-05-10 00:00:00"
1108,"Emily Silva",99886262233,2020-11-22,OPERACAO,Noturno,Raquel,"(243) 723-6637",emilysilva@protonmail.com,"2023-07-22 00:00:00","2024-05-29 00:00:00","Hedley Custodio","Libby Moura",S,"2022-01-22 00:00:00","2024-06-03 00:00:00"
1109,"Bruno Dutra",53137654941,2021-10-18,OPERACAO,FimSemana,Gilson,"(816) 236-4941",brunodutra2116@yahoo.edu,"2021-03-19 00:00:00","2024-05-08 00:00:00","Kiara Miranda","Alexa Dantas",N,"2020-01-14 00:00:00","2024-03-20 00:00:00"
1110,"Quin Chagas",63680563024,2024-09-23,RH,Revezamento,Gilson,"(688) 475-5678",quinchagas@protonmail.couk,"2024-03-18 00:00:00","2024-01-18 00:00:00","Velma Vasconcelos","Veronica Rezende",S,"2023-01-09 00:00:00","2025-03-24 00:00:00"
1111,"Beck Domingos",29305669648,2023-12-05,FINANCEIRO,Revezamento,Raquel,"(738) 584-4453",beckdomingos@google.ca,"2024-02-19 00:00:00","2025-06-20 00:00:00","Wallace Rocha","Zachery da Rocha",N,"2022-04-07 00:00:00","2024-11-03 00:00:00"
1112,"Gil Castro",15040177854,2024-07-03,OPERACAO,FimSemana,Julia,"(241) 359-7465",gilcastro@aol.ca,"2021-10-16 00:00:00","2025-06-21 00:00:00","Dennis Das Chagas","Barclay Barros",S,"2022-06-25 00:00:00","2023-12-05 00:00:00"
1113,"Signe Silva",99354937053,2024-01-01,COMERCIAL,Parcial,Raquel,"(161) 661-2858",signesilva@outlook.org,"2024-11-08 00:00:00","2023-10-26 00:00:00","Jason Morais","Bevis Maia",N,"2022-11-06 00:00:00","2023-10-02 00:00:00"
1114,"Rudyard Batista",20280219723,2022-02-26,RH,FimSemana,Raquel,"(359) 925-8344",rudyardbatista6@yahoo.org,"2020-05-13 00:00:00","2024-03-12 00:00:00","Yoshio da Luz","Beau dos Anjos",N,"2022-10-24 00:00:00","2025-04-19 00:00:00"
1115,"Heather Pinto",34883578812,2024-07-24,MARKETING,FimSemana,Gilson,"(551) 683-8244",heatherpinto@aol.couk,"2024-07-28 00:00:00","2024-03-06 00:00:00","Shay Marques","Dustin de Carvalho",S,"2022-08-21 00:00:00","2023-10-20 00:00:00"
1116,"Len Custodio",23300629182,2023-12-13,FINANCEIRO,FimSemana,Henrique,"(890) 812-6668",lencustodio1006@icloud.com,"2022-12-08 00:00:00","2024-05-09 00:00:00","Rebekah de Brito","Ignacia Pinto",S,"2023-11-02 00:00:00","2023-10-31 00:00:00"
1117,"Britanney Domingues",56694189486,2020-07-16,FINANCEIRO,Noturno,Rodrigo,"(858) 169-2056",britanneydomingues@aol.com,"2023-08-16 00:00:00","2024-05-09 00:00:00","Travis de Freitas","Forrest Paulino",S,"2023-10-31 00:00:00","2023-10-12 00:00:00"
1118,"Phyllis Rezende",97465198227,2023-06-13,TI,Revezamento,Renata,"(716) 405-8764",phyllisrezende@google.com,"2022-12-20 00:00:00","2024-10-06 00:00:00","Leroy Feitosa","Oliver Faria",S,"2024-06-14 00:00:00","2024-10-09 00:00:00"
1119,"Lenore Sales",22087765123,2020-05-24,TI,Parcial,Rodrigo,"(713) 401-4782",lenoresales5712@protonmail.edu,"2020-04-13 00:00:00","2024-08-17 00:00:00","Cedric Lopes","Keane Amaral",S,"2021-06-29 00:00:00","2025-09-10 00:00:00"
1120,"Yoshi Vieira",81487823286,2022-06-16,TI,Noturno,Antonio,"(475) 533-2451",yoshivieira1504@hotmail.org,"2024-11-07 00:00:00","2024-10-05 00:00:00","Reese Freitas","Mariam de Carvalho",S,"2024-01-09 00:00:00","2023-11-28 00:00:00"
1121,"Mufutau Batista",83234436536,2021-09-15,FINANCEIRO,Flexivel,Rodrigo,"(568) 204-0486",mufutaubatista@google.couk,"2021-12-10 00:00:00","2024-02-16 00:00:00","Brendan Aparecido","Melyssa Das Chagas",S,"2023-04-06 00:00:00","2025-07-29 00:00:00"
1122,"Berk de Lourdes",40598933308,2023-02-27,RH,Revezamento,Gilson,"(235) 684-0238",berkdelourdes7830@protonmail.com,"2022-05-21 00:00:00","2025-01-22 00:00:00","Hilda Dias","John Fernandes",N,"2024-09-22 00:00:00","2025-09-10 00:00:00"
1123,"Diana Freire",38228992891,2020-06-29,JURIDICO,Noturno,Henrique,"(456) 771-7808",dianafreire@hotmail.org,"2022-04-15 00:00:00","2025-03-22 00:00:00","Kyla Cavalcante","Camille Araujo",S,"2020-02-23 00:00:00","2025-02-08 00:00:00"
1124,"Willa Alves",50860154700,2022-12-11,OPERACAO,Flexivel,Ana,"(552) 391-8675",willaalves8771@aol.net,"2024-11-20 00:00:00","2024-04-07 00:00:00","Xenos Maciel","Sandra Teixeira",N,"2024-04-27 00:00:00","2025-05-13 00:00:00"
1125,"Hector Borges",12192020662,2022-07-15,TI,Noturno,Gilson,"(756) 378-2221",hectorborges2409@hotmail.couk,"2022-09-26 00:00:00","2024-07-07 00:00:00","Oleg Furtado","Jescie Marques",S,"2023-10-29 00:00:00","2024-04-12 00:00:00"
1126,"Kareem Galdino",81272127026,2020-06-28,RH,Parcial,Claudio,"(124) 116-1224",kareemgaldino@outlook.com,"2021-03-08 00:00:00","2024-09-08 00:00:00","Vivien Bezerra","Winter de Souza",N,"2023-12-13 00:00:00","2023-12-29 00:00:00"
1127,"Chancellor Cardoso",45505856183,2023-11-19,OPERACAO,Revezamento,Claudio,"(522) 252-8174",chancellorcardoso@icloud.com,"2020-08-03 00:00:00","2024-04-18 00:00:00","Fatima Andrade","Jeremy Borges",S,"2023-02-08 00:00:00","2024-12-22 00:00:00"
1128,"Zephania Nascimento",22064270883,2020-06-23,OPERACAO,Noturno,Raquel,"(678) 531-8182",zephanianascimento5104@protonmail.edu,"2022-04-22 00:00:00","2023-11-24 00:00:00","Edward Domingues","Robert da Silva",S,"2024-03-20 00:00:00","2024-12-19 00:00:00"
1129,"Sierra Braga",92903963249,2023-02-05,RH,Diurno,Rodrigo,"(418) 407-8310",sierrabraga8556@google.ca,"2023-08-03 00:00:00","2024-07-04 00:00:00","Cullen Bezerra","Sophia Garcia",S,"2020-02-26 00:00:00","2025-09-05 00:00:00"
1130,"Noah dos Anjos",65645072184,2023-12-15,FINANCEIRO,FimSemana,Raquel,"(767) 635-6744",noahdosanjos@outlook.org,"2023-06-04 00:00:00","2025-07-21 00:00:00","Chastity Braz","Shad Franco",N,"2021-02-08 00:00:00","2024-09-29 00:00:00"
1131,"Hanna Freitas",43038915898,2022-04-05,COMERCIAL,Noturno,Rodrigo,"(489) 696-7910",hannafreitas@hotmail.net,"2022-03-02 00:00:00","2025-02-15 00:00:00","Margaret Araujo","Bell Rodrigues",N,"2023-02-01 00:00:00","2024-12-12 00:00:00"
1132,"Serina Coutinho",53167865896,2021-01-02,COMERCIAL,Diurno,Antonio,"(427) 543-6946",serinacoutinho@hotmail.net,"2023-10-04 00:00:00","2024-04-26 00:00:00","Selma Marques","Xandra Franco",S,"2023-11-22 00:00:00","2023-12-08 00:00:00"
1133,"Guy Melo",58716100578,2020-10-15,RH,FimSemana,Raquel,"(366) 751-7574",guymelo@yahoo.net,"2021-04-13 00:00:00","2024-11-14 00:00:00","Matthew Leite","Jacob Andrade",S,"2024-02-04 00:00:00","2024-10-17 00:00:00"
1134,"Garrett Soares",66086389936,2021-05-10,COMERCIAL,Noturno,Raquel,"(395) 152-1774",garrettsoares@google.net,"2024-06-09 00:00:00","2025-05-06 00:00:00","Chester Rosa","Paula Franco",S,"2024-02-08 00:00:00","2024-03-12 00:00:00"
1135,"Sopoline Nascimento",31886130004,2020-03-26,TI,Revezamento,Ana,"(910) 831-4253",sopolinenascimento@hotmail.org,"2024-03-29 00:00:00","2023-11-28 00:00:00","Madonna Ribeiro","Addison Mendonca",S,"2020-07-09 00:00:00","2024-09-12 00:00:00"
1136,"Christine Amaral",89575479477,2021-09-26,RH,Flexivel,Claudio,"(428) 705-9064",christineamaral@hotmail.couk,"2024-01-17 00:00:00","2024-07-17 00:00:00","Josephine Vaz","Nadine Vasconcelos",S,"2020-03-17 00:00:00","2025-08-16 00:00:00"
1137,"Ciaran Camargo",38387873107,2023-02-07,RH,Revezamento,Gilson,"(172) 671-2536",ciarancamargo4647@outlook.net,"2024-11-09 00:00:00","2024-02-03 00:00:00","Gwendolyn Farias","Mechelle Trindade",N,"2022-05-05 00:00:00","2024-08-08 00:00:00"
1138,"Isaiah Guedes",86604151441,2022-03-02,OPERACAO,FimSemana,Rodrigo,"(442) 344-4424",isaiahguedes@protonmail.net,"2023-03-04 00:00:00","2025-02-03 00:00:00","Cathleen Feitosa","Marshall de Abreu",N,"2023-12-02 00:00:00","2023-10-29 00:00:00"
1139,"Penelope de Campos",34052664296,2022-12-21,OPERACAO,Revezamento,Gilson,"(469) 276-4607",penelopedecampos@aol.org,"2023-11-29 00:00:00","2023-10-21 00:00:00","Moana Das Dores","Caldwell Chagas",S,"2020-03-11 00:00:00","2025-07-29 00:00:00"
1140,"Xander Leal",70605126327,2024-03-25,FINANCEIRO,Parcial,Rodrigo,"(452) 732-5931",xanderleal@icloud.ca,"2024-10-29 00:00:00","2025-02-05 00:00:00","Rafael Nonato","Tyler de Almeida",N,"2020-04-18 00:00:00","2025-06-04 00:00:00"
1141,"Ray Chaves",72190281302,2020-09-12,JURIDICO,Noturno,Henrique,"(254) 422-0093",raychaves4744@outlook.couk,"2023-08-15 00:00:00","2024-01-24 00:00:00","Beau Sampaio","Claire de Abreu",S,"2022-10-26 00:00:00","2025-04-23 00:00:00"
1142,"Alexander Brito",92987417526,2022-06-11,RH,FimSemana,Claudio,"(565) 493-4120",alexanderbrito8373@hotmail.ca,"2020-12-06 00:00:00","2025-05-26 00:00:00","Kristen de Melo","Lareina Bezerra",S,"2020-02-21 00:00:00","2024-08-31 00:00:00"
1143,"Jin Ramos",36545930890,2020-04-23,COMERCIAL,Revezamento,Raquel,"(446) 258-5136",jinramos@protonmail.org,"2021-10-03 00:00:00","2024-05-05 00:00:00","Quamar Carneiro","Emma Abreu",N,"2021-05-06 00:00:00","2024-07-31 00:00:00"
1144,"Sydney Gonçalves",33967242244,2023-04-12,OPERACAO,FimSemana,Renata,"(538) 880-4102",sydneygonalves6469@hotmail.edu,"2023-08-21 00:00:00","2024-06-26 00:00:00","Nathan Cardoso","Darryl Ferraz",S,"2022-01-10 00:00:00","2023-10-29 00:00:00"
1145,"Rebekah de Abreu",11812744582,2024-05-07,OPERACAO,Revezamento,Rodrigo,"(663) 891-0342",rebekahdeabreu@outlook.com,"2023-04-04 00:00:00","2024-06-16 00:00:00","Anthony Azevedo","Yael Custodio",N,"2021-02-28 00:00:00","2024-05-19 00:00:00"
1146,"August Feitosa",32480253533,2021-09-05,COMERCIAL,Revezamento,Rodrigo,"(792) 346-4689",augustfeitosa9106@yahoo.couk,"2023-08-06 00:00:00","2024-04-10 00:00:00","Lars Cunha","Tarik Gomes",N,"2023-05-26 00:00:00","2024-10-19 00:00:00"
1147,"Odette Camargo",66435068162,2024-08-11,MARKETING,Noturno,Julia,"(916) 664-0172",odettecamargo@outlook.edu,"2020-07-17 00:00:00","2024-04-25 00:00:00","Cathleen Carvalho","Kelly Bento",N,"2020-01-08 00:00:00","2025-09-03 00:00:00"
1148,"Zenia Brito",40631318143,2022-07-14,TI,FimSemana,Raquel,"(720) 618-6856",zeniabrito3839@aol.net,"2024-03-26 00:00:00","2024-10-05 00:00:00","Thane de Sousa","Tasha Cabral",S,"2021-03-11 00:00:00","2024-10-29 00:00:00"
1149,"Aimee Vasconcelos",11887008598,2021-11-11,MARKETING,Diurno,Gilson,"(219) 163-6692",aimeevasconcelos4508@outlook.net,"2024-11-28 00:00:00","2025-07-17 00:00:00","Mannix Marinho","William Marques",S,"2020-10-07 00:00:00","2025-02-28 00:00:00"
1150,"Rylee de Brito",20264795766,2020-08-20,FINANCEIRO,Flexivel,Raquel,"(655) 175-6228",ryleedebrito3886@aol.edu,"2024-02-27 00:00:00","2023-12-27 00:00:00","Lance Custodio","Robert Vaz",S,"2022-05-30 00:00:00","2024-09-08 00:00:00"
1151,"Warren Santiago",83532950968,2024-07-24,OPERACAO,FimSemana,Ana,"(235) 394-8852",warrensantiago@hotmail.org,"2023-05-02 00:00:00","2025-07-24 00:00:00","Zoe Teodoro","Lawrence Bispo",N,"2024-12-25 00:00:00","2025-04-11 00:00:00"
1152,"Naomi Muniz",65287304949,2020-08-14,TI,FimSemana,Gilson,"(306) 296-0220",naomimuniz@aol.edu,"2020-08-14 00:00:00","2025-02-28 00:00:00","Kennan Santiago","Evan Ramos",S,"2022-02-22 00:00:00","2023-12-10 00:00:00"
1153,"Brian Bezerra",88963586186,2023-05-17,OPERACAO,Noturno,Raquel,"(747) 986-7275",brianbezerra@protonmail.edu,"2021-05-06 00:00:00","2025-02-01 00:00:00","Angelica Oliveira","Lacota Oliveira",S,"2020-08-19 00:00:00","2025-02-05 00:00:00"
1154,"Declan dos Anjos",61784925923,2020-07-24,OPERACAO,Revezamento,Antonio,"(204) 411-0866",declandosanjos@protonmail.com,"2023-01-09 00:00:00","2025-09-23 00:00:00","Idola do Carmo","Dalton Fonseca",N,"2024-11-15 00:00:00","2024-02-06 00:00:00"
1155,"Jackson Cruz",99293007847,2021-08-20,FINANCEIRO,Noturno,Antonio,"(866) 449-4613",jacksoncruz6058@icloud.couk,"2024-10-17 00:00:00","2025-02-18 00:00:00","Drew Nonato","Yael de Jesus",S,"2024-11-15 00:00:00","2025-05-10 00:00:00"
1156,"Stella de Melo",79262797875,2020-02-17,TI,Noturno,Rodrigo,"(811) 839-0512",stellademelo@hotmail.ca,"2021-09-28 00:00:00","2024-11-23 00:00:00","Nathaniel Lima","Emma Coelho",S,"2022-02-16 00:00:00","2024-05-30 00:00:00"
1157,"Noble Chagas",87034157527,2024-04-23,FINANCEIRO,FimSemana,Raquel,"(886) 538-3582",noblechagas@aol.couk,"2023-01-27 00:00:00","2025-04-23 00:00:00","Stephanie Almeida","Hashim Nonato",S,"2021-10-25 00:00:00","2025-07-04 00:00:00"
1158,"Destiny de Almeida",72523018336,2020-08-12,TI,FimSemana,Raquel,"(825) 725-2085",destinydealmeida5703@yahoo.com,"2024-06-01 00:00:00","2025-06-29 00:00:00","Hayley Pereira","Orli de Moura",N,"2022-06-10 00:00:00","2024-04-01 00:00:00"
1159,"Roth Campos",99974986604,2022-11-25,OPERACAO,Flexivel,Julia,"(847) 567-6851",rothcampos4470@hotmail.net,"2022-06-09 00:00:00","2025-08-28 00:00:00","Jessica Bento","Lacota Martins",N,"2024-01-04 00:00:00","2024-09-23 00:00:00"
1160,"Alfreda da Conceiçao",62800377124,2023-03-07,FINANCEIRO,Diurno,Raquel,"(610) 643-4973",alfredadaconceiao1555@yahoo.net,"2022-06-27 00:00:00","2024-10-03 00:00:00","Benedict Cunha","Shellie Santiago",N,"2021-03-10 00:00:00","2023-11-25 00:00:00"
1161,"Jordan Lemos",61219924370,2024-05-25,TI,Parcial,Rodrigo,"(623) 425-1206",jordanlemos4103@yahoo.edu,"2022-02-17 00:00:00","2025-03-30 00:00:00","Carson Torres","Indira do Carmo",S,"2024-03-07 00:00:00","2025-08-15 00:00:00"
1162,"Brock de Jesus",71285597050,2023-10-24,JURIDICO,Noturno,Henrique,"(716) 688-0462",brockdejesus6429@outlook.edu,"2023-05-23 00:00:00","2025-07-06 00:00:00","Elaine Araujo","Noble Leal",N,"2023-05-08 00:00:00","2024-02-12 00:00:00"
1163,"Candice Messias",99447355037,2020-01-20,OPERACAO,Noturno,Claudio,"(563) 262-8352",candicemessias9865@yahoo.net,"2022-12-18 00:00:00","2024-12-11 00:00:00","Hayden Castro","Brock Silveira",N,"2022-01-24 00:00:00","2024-05-18 00:00:00"
1164,"Stacey Lopes",12042398478,2021-09-09,TI,Diurno,Gilson,"(467) 863-4077",staceylopes378@protonmail.couk,"2021-02-25 00:00:00","2024-07-05 00:00:00","Armand Guedes","Shaeleigh Soares",N,"2022-04-01 00:00:00","2025-06-01 00:00:00"
1165,"Laura de Souza",44246386816,2022-12-12,RH,Revezamento,Gilson,"(376) 724-6822",lauradesouza2869@google.net,"2022-08-20 00:00:00","2024-07-25 00:00:00","Ishmael Furtado","Scarlet de Morais",S,"2024-03-30 00:00:00","2024-05-05 00:00:00"
1166,"Zahir Reis",73324560329,2024-06-25,JURIDICO,Noturno,Julia,"(365) 174-3267",zahirreis@icloud.ca,"2024-06-03 00:00:00","2023-11-15 00:00:00","Willow de Melo","Judah Das Chagas",N,"2023-02-03 00:00:00","2025-07-28 00:00:00"
1167,"Bernard Vieira",80210458826,2023-08-21,OPERACAO,Diurno,Antonio,"(264) 642-3382",bernardvieira4754@yahoo.edu,"2024-04-01 00:00:00","2025-07-26 00:00:00","Chandler Furtado","Isabella Correa",S,"2023-07-10 00:00:00","2024-12-05 00:00:00"
1168,"Ferdinand Abreu",36507930752,2023-06-24,OPERACAO,Parcial,Gilson,"(686) 273-2120",ferdinandabreu@hotmail.net,"2022-10-18 00:00:00","2024-03-09 00:00:00","Hashim Nogueira","Shannon Furtado",N,"2024-11-26 00:00:00","2025-09-12 00:00:00"
1169,"Micah Borges",68880658787,2021-10-29,OPERACAO,Noturno,Antonio,"(496) 123-6122",micahborges@hotmail.com,"2024-07-28 00:00:00","2024-11-07 00:00:00","Elaine Das Dores","Walter Cavalcante",S,"2021-04-12 00:00:00","2024-10-07 00:00:00"
1170,"Kai Sales",57253650119,2023-02-05,MARKETING,Diurno,Henrique,"(233) 576-3276",kaisales1567@protonmail.org,"2022-07-14 00:00:00","2024-06-09 00:00:00","Bernard Araujo","Marvin Cabral",N,"2020-05-26 00:00:00","2024-01-15 00:00:00"
1171,"Jordan Santos",90056597999,2021-04-22,OPERACAO,Noturno,Renata,"(483) 284-8473",jordansantos@aol.com,"2021-10-11 00:00:00","2024-09-30 00:00:00","Kitra de Abreu","Elliott Das Chagas",S,"2021-09-14 00:00:00","2024-01-12 00:00:00"
1172,"Tanek Das Neves",26843642722,2021-07-22,JURIDICO,Revezamento,Antonio,"(212) 473-9881",tanekdasneves@aol.ca,"2023-04-18 00:00:00","2024-12-09 00:00:00","Dante Feitosa","Quamar Lima",N,"2022-10-29 00:00:00","2025-09-16 00:00:00"
1173,"Carissa Castro",18503877483,2022-04-23,COMERCIAL,Revezamento,Renata,"(854) 753-2550",carissacastro@outlook.couk,"2021-04-09 00:00:00","2023-11-11 00:00:00","Ori Gonçalves","Carla Custodio",S,"2023-02-10 00:00:00","2025-04-19 00:00:00"
